Price,Close,log_ret,sigma_annual
Ticker,AAPL,,
Date,,,
2017-01-03,26.796831130981445,,0.20888115012388497
2017-01-04,26.766836166381836,-0.0011199743874303891,0.20888115012388497
2017-01-05,26.9029541015625,0.005072433723172676,0.20888115012388497
2017-01-06,27.202880859375,0.011086783160874969,0.20888115012388497
2017-01-09,27.452049255371094,0.009117937639863793,0.20888115012388497
2017-01-10,27.479734420776367,0.001007983571499338,0.20888115012388497
2017-01-11,27.62738609313965,0.005358727667718277,0.20888115012388497
2017-01-12,27.51203155517578,-0.004184110430404342,0.20888115012388497
2017-01-13,27.463584899902344,-0.0017624783836289737,0.20888115012388497
2017-01-17,27.68506622314453,0.008032200588504068,0.20888115012388497
2017-01-18,27.682754516601562,-8.350361323339328e-05,0.20888115012388497
2017-01-19,27.634307861328125,-0.001751599437043172,0.20888115012388497
2017-01-20,27.68506622314453,0.0018351030502765653,0.20888115012388497
2017-01-23,27.703516006469727,0.0006661944850319124,0.20888115012388497
2017-01-24,27.678150177001953,-0.0009160371288756686,0.20888115012388497
2017-01-25,28.11879539489746,0.01579492835481222,0.20888115012388497
2017-01-26,28.132640838623047,0.0004922698843707884,0.20888115012388497
2017-01-27,28.134946823120117,8.196493200385291e-05,0.20888115012388497
2017-01-30,28.061119079589844,-0.0026275072754162743,0.20888115012388497
2017-01-31,27.99652099609375,-0.0023047032305476556,0.20888115012388497
2017-02-01,29.703773498535156,0.05919383924472621,0.20888115012388497
2017-02-02,29.653013229370117,-0.001710344657696261,0.20888115012388497
2017-02-03,29.7799015045166,0.004269972910035946,0.20783309301087474
2017-02-06,30.059053421020508,0.009330174362602861,0.20832918897894281
2017-02-07,30.345136642456055,0.009472368066448134,0.2078603773278725
2017-02-08,30.462799072265625,0.003869974380026342,0.20743168392086359
2017-02-09,30.68291664123535,0.007199801891463409,0.2070735240439967
2017-02-10,30.6134090423584,-0.0022679215399712405,0.20862492111599373
2017-02-13,30.884506225585938,0.008816524530987913,0.20645967399052742
2017-02-14,31.285367965698242,0.012895869605734855,0.20621367804485483
2017-02-15,31.398900985717773,0.003622380736464148,0.20628346050259477
2017-02-16,31.36183738708496,-0.0011811079315653394,0.20670447105223502
2017-02-17,31.447553634643555,0.0027294103438180173,0.20525305054633078
2017-02-21,31.674644470214844,0.007195307582517962,0.2046983033556522
2017-02-22,31.7696475982666,0.002994854098374411,0.20406450994494385
2017-02-23,31.63524055480957,-0.004239649298295234,0.2058199175780444
2017-02-24,31.665363311767578,0.0009517368679539118,0.2037642726657689
2017-02-27,31.727928161621094,0.001973864070245579,0.2033748682885473
2017-02-28,31.7418270111084,0.00043796764842207736,0.20325981898718332
2017-03-01,32.390621185302734,0.020233636076152806,0.20662610505878035
2017-03-02,32.19829559326172,-0.005955392041314678,0.20891921413447634
2017-03-03,32.388309478759766,0.005884019867669288,0.09439925822019185
2017-03-06,32.286346435546875,-0.0031531092434473607,0.09558712549101059
2017-03-07,32.32805252075195,0.0012909225086237264,0.09603489568558445
2017-03-08,32.20755386352539,-0.00373433532308054,0.09733311301546035
2017-03-09,32.133419036865234,-0.0023044370057085928,0.09649187836262026
2017-03-10,32.239994049072266,0.003311152989089461,0.09643089757565632
2017-03-13,32.25391387939453,0.00043166342327527474,0.0953494591475401
2017-03-14,32.20525360107422,-0.0015098019247141714,0.09493977015971136
2017-03-15,32.545860290527344,0.010520585997147336,0.09648107863955187
2017-03-16,32.59914779663086,0.0016359662713387735,0.0891452458836651
2017-03-17,32.43695831298828,-0.004987685443573753,0.09192581327209677
2017-03-20,32.7775764465332,0.01044617529582137,0.0960917376595971
2017-03-21,32.40219497680664,-0.011518469974230339,0.10648605670104341
2017-03-22,32.768310546875,0.01123573980930459,0.10993404440619456
2017-03-23,32.65244674682617,-0.003542114948924535,0.11116476532247645
2017-03-24,32.587562561035156,-0.001989092517679758,0.11007268889059153
2017-03-27,32.6431884765625,0.001705512450067559,0.11006433496781064
2017-03-28,33.31977462768555,0.02051484190666608,0.12758069270243538
2017-03-29,33.39391326904297,0.0022225925208054775,0.12740543859539438
2017-03-30,33.349891662597656,-0.0013191220630539569,0.11101603111817909
2017-03-31,33.287330627441406,-0.0018776609044248715,0.10860824942107021
2017-04-03,33.29659652709961,0.000278322415453669,0.10759352504925226
2017-04-04,33.54453659057617,0.007418820989608665,0.10825662482305863
2017-04-05,33.37074279785156,-0.0051944543934761,0.11082691557690565
2017-04-06,33.287330627441406,-0.0025026890115862344,0.11020378255085385
2017-04-07,33.21318817138672,-0.0022298318303226594,0.11017258972846122
2017-04-10,33.173797607421875,-0.001186695498383461,0.11037058388776322
2017-04-11,32.81695556640625,-0.010815015801534766,0.11780374517984582
2017-04-12,32.85635757446289,0.0011999398507542836,0.11751534787172833
2017-04-13,32.682579040527344,-0.005303074787891049,0.11418416451743305
2017-04-17,32.863304138183594,0.005514474651053813,0.11551468593604385
2017-04-18,32.71731948852539,-0.004452073881418439,0.11522962302285861
2017-04-19,32.59683609008789,-0.0036893544448912685,0.1102568961363801
2017-04-20,33.004642486572266,0.012433001771582575,0.1106479987196261
2017-04-21,32.96525573730469,-0.0011940826045786501,0.10449208731206353
2017-04-24,33.28269958496094,0.009583579621260885,0.108082565744544
